project,ga_confs,ga_runtime,ga_price,ga_max_failure_rate,bf_confs,bf_runtime,bf_price,bf_max_failure_rate,runtime_rate,price_rate
handlebars.java_dot,"{'27CPU2Mem8GB.sh': 1, '19CPU010Mem1GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",112.94598275862069,0.0056966671850674,0.0344827586206896,"{'19CPU010Mem1GB.sh': 1, '27CPU2Mem8GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",112.94598275862069,0.0056966671850674,0.0344827586206896,1.0,1.0
hbase_dot,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 2, '22CPU05Mem2GB.sh': 1}",4329.130101649652,0.5027519628377596,0.7391304347826086,"{'19CPU010Mem1GB.sh': 1, '20CPU010Mem2GB.sh': 2, '22CPU05Mem2GB.sh': 1}",4329.130101649652,0.5027519628377596,0.7391304347826086,1.0,1.0
http-request_dot,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",7.874523088071346,0.0009396395275844,0.0033333333333332,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",7.874523088071346,0.0009396395275844,0.0033333333333332,1.0,1.0
httpcore_dot,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",59.64280290804131,0.0104013711386443,0.0482758620689655,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",59.64280290804131,0.0104013711386443,0.0482758620689655,1.0,1.0
hutool_hutool-cron,{'26CPU2Mem4GB.sh': 1},1.8699233333333325,0.0002824980473444,0.0,{'26CPU2Mem4GB.sh': 1},1.8699233333333325,0.0002824980473444,0.0,1.0,1.0
incubator-dubbo_dubbo-remoting.dubbo-remoting-netty,{'19CPU010Mem1GB.sh': 1},1209.2620689655173,0.0163633997759623,0.0724137931034483,{'19CPU010Mem1GB.sh': 1},1209.2620689655173,0.0163633997759623,0.0724137931034483,1.0,1.0
incubator-dubbo_dubbo-rpc.dubbo-rpc-dubbo,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1}",1984.071832362404,0.0397681263862077,0.0448275862068965,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1}",1984.071832362404,0.0397681263862077,0.0448275862068965,1.0,1.0
logback_dot,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",216.43410628517844,0.0264979373831375,0.8448275862068966,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",216.43410628517844,0.0264979373831375,0.8448275862068966,1.0,1.0
luwak_luwak,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",51.61132333333328,0.0114173878458226,0.0133333333333333,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",51.61132333333328,0.0114173878458226,0.0133333333333333,1.0,1.0
ninja_dot,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",41.99536666666665,0.019973269902714,0.9,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",41.99536666666665,0.019973269902714,0.9,1.0,1.0
noxy_noxy-discovery-zookeeper,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",47.17919096045204,0.0387135768174469,0.0166666666666667,"{'19CPU010Mem1GB.sh': 1, '26CPU2Mem4GB.sh': 1}",47.17919096045204,0.0387135768174469,0.0166666666666667,1.0,1.0
okhttp_dot,"{'19CPU010Mem1GB.sh': 1, '25CPU1Mem8GB.sh': 1}",156.85820072095257,0.0020385936296114,0.5833333333333333,"{'19CPU010Mem1GB.sh': 1, '25CPU1Mem8GB.sh': 1}",156.85820072095257,0.0020385936296114,0.5833333333333333,1.0,1.0
orbit_dot,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",89.88075597853174,0.0203052830472236,0.0833333333333333,"{'22CPU05Mem2GB.sh': 1, '26CPU2Mem4GB.sh': 1}",89.88075597853174,0.0203052830472236,0.0833333333333333,1.0,1.0
retrofit_retrofit-adapters.rxjava,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",46.40236000000001,0.0016678873179352,0.0,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",46.40236000000001,0.0016678873179352,0.0,1.0,1.0
retrofit_retrofit,"{'24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",8.017243333333328,0.0046836739054555,0.0,"{'24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",8.017243333333328,0.0046836739054555,0.0,1.0,1.0
rxjava2-extras_dot,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",126.13045333333362,0.0322589972553399,0.0033333333333332,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",126.13045333333362,0.0322589972553399,0.0033333333333332,1.0,1.0
spring-boot_dot,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",478.1297068965525,0.1342744193457916,0.0033333333333332,"{'19CPU010Mem1GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",478.1297068965525,0.1342744193457916,0.0033333333333332,1.0,1.0
timely_server,{'26CPU2Mem4GB.sh': 1},12.311916666666672,0.0151324182637629,0.01,{'26CPU2Mem4GB.sh': 1},12.311916666666672,0.0151324182637629,0.01,1.0,1.0
wro4j_wro4j-extensions,"{'29CPU4Mem8GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",33.32172,0.1009046575780916,0.0033333333333332,"{'29CPU4Mem8GB.sh': 1, '22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 1}",33.32172,0.1009046575780916,0.0033333333333332,1.0,1.0
yawp_yawp-testing.yawp-testing-appengine,{'26CPU2Mem4GB.sh': 1},6.94418666666667,0.0038540497222493,0.0166666666666667,{'26CPU2Mem4GB.sh': 1},6.94418666666667,0.0038540497222493,0.0166666666666667,1.0,1.0
zxing_dot,"{'22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 2}",144.62016695066572,0.0950796636062914,0.0551724137931034,"{'22CPU05Mem2GB.sh': 1, '24CPU1Mem4GB.sh': 1, '26CPU2Mem4GB.sh': 2}",144.62016695066572,0.0950796636062914,0.0551724137931034,1.0,1.0
